point_id,num_observations,num_breaks,break_dates,time_span_years,status
1413562,274,-1,,0.0,error: S-CCD function fails for pos = 1 
1413563,339,0,,36.3586584531143,no_breaks_detected
1413569,492,0,,36.72826830937714,no_breaks_detected
1413576,531,-1,,0.0,error: S-CCD function fails for pos = 1 
1413578,541,-1,,0.0,error: S-CCD function fails for pos = 1 
1413579,426,-1,,0.0,error: S-CCD function fails for pos = 1 
1413583,527,-1,,0.0,error: S-CCD function fails for pos = 1 
1413589,437,0,,36.903490759753595,no_breaks_detected
1413590,462,0,,36.903490759753595,no_breaks_detected
1413596,552,-1,,0.0,error: S-CCD function fails for pos = 1 
1413597,470,0,,36.903490759753595,no_breaks_detected
1413601,276,0,,36.290212183436005,no_breaks_detected
1413605,486,0,,36.46543463381246,no_breaks_detected
1413608,318,-1,,0.0,error: S-CCD function fails for pos = 1 
1413609,372,-1,,0.0,error: S-CCD function fails for pos = 1 
1413610,442,-1,,0.0,error: S-CCD function fails for pos = 1 
1413611,412,-1,,0.0,error: S-CCD function fails for pos = 1 
1413616,534,0,,36.53388090349076,no_breaks_detected
1413618,305,0,,36.290212183436005,no_breaks_detected
1413624,414,0,,36.421629021218344,no_breaks_detected
1413626,517,0,,36.88158795345654,no_breaks_detected
1413631,473,0,,36.72826830937714,no_breaks_detected
1413632,505,-1,,0.0,error: S-CCD function fails for pos = 1 
1413638,524,0,,36.46543463381246,no_breaks_detected
1413641,556,0,,36.903490759753595,no_breaks_detected
1413648,513,0,,36.46543463381246,no_breaks_detected
1413649,462,0,,36.65982203969884,no_breaks_detected
1413652,299,-1,,0.0,error: S-CCD function fails for pos = 1 
1413656,561,0,,36.772073921971256,no_breaks_detected
1413658,451,-1,,0.0,error: S-CCD function fails for pos = 1 
1413660,529,-1,,0.0,error: S-CCD function fails for pos = 1 
1413665,322,0,,36.290212183436005,no_breaks_detected
1413666,539,0,,36.903490759753595,no_breaks_detected
1413670,492,0,,36.40246406570842,no_breaks_detected
1413674,274,0,,36.50924024640657,no_breaks_detected
1413680,516,-1,,0.0,error: S-CCD function fails for pos = 1 
1413695,396,0,,36.421629021218344,no_breaks_detected
1413701,553,0,,36.903490759753595,no_breaks_detected
1413703,591,0,,36.64065708418891,no_breaks_detected
1413707,435,0,,36.40246406570842,no_breaks_detected
1413708,554,0,,36.46543463381246,no_breaks_detected
1413710,439,-1,,0.0,error: S-CCD function fails for pos = 1 
1413712,415,-1,,0.0,error: S-CCD function fails for pos = 1 
1413713,266,0,,36.290212183436005,no_breaks_detected
1413715,442,0,,36.59958932238193,no_breaks_detected
1413717,359,0,,36.577686516084874,no_breaks_detected
1413718,518,0,,36.903490759753595,no_breaks_detected
1413720,399,0,,36.85968514715948,no_breaks_detected
1413721,332,0,,36.290212183436005,no_breaks_detected
1413723,497,-1,,0.0,error: S-CCD function fails for pos = 1 
1413725,518,-1,,0.0,error: S-CCD function fails for pos = 1 
1413728,429,0,,36.577686516084874,no_breaks_detected
1413729,281,0,,36.290212183436005,no_breaks_detected
1413732,573,-1,,0.0,error: S-CCD function fails for pos = 1 
1413733,563,-1,,0.0,error: S-CCD function fails for pos = 1 
1413735,306,-1,,0.0,error: S-CCD function fails for pos = 1 
1413741,475,-1,,0.0,error: S-CCD function fails for pos = 1 
1413749,454,-1,,0.0,error: S-CCD function fails for pos = 1 
1413750,514,0,,36.40246406570842,no_breaks_detected
1413755,507,0,,36.772073921971256,no_breaks_detected
1413756,526,0,,36.64065708418891,no_breaks_detected
1413761,319,0,,36.290212183436005,no_breaks_detected
1413762,306,0,,36.290212183436005,no_breaks_detected
1413764,479,-1,,0.0,error: S-CCD function fails for pos = 1 
1413766,471,0,,36.92539356605065,no_breaks_detected
1413767,301,0,,36.290212183436005,no_breaks_detected
1413769,593,0,,36.64065708418891,no_breaks_detected
1413773,544,0,,36.88158795345654,no_breaks_detected
1413774,514,0,,36.64065708418891,no_breaks_detected
1413779,408,0,,36.577686516084874,no_breaks_detected
1413780,526,0,,36.772073921971256,no_breaks_detected
1413782,543,0,,36.903490759753595,no_breaks_detected
1413786,320,-1,,0.0,error: S-CCD function fails for pos = 1 
1413787,271,0,,36.290212183436005,no_breaks_detected
1413789,556,-1,,0.0,error: S-CCD function fails for pos = 1 
1413795,466,-1,,0.0,error: S-CCD function fails for pos = 1 
1413796,546,-1,,0.0,error: S-CCD function fails for pos = 1 
1413797,536,-1,,0.0,error: S-CCD function fails for pos = 1 
1413799,429,0,,36.903490759753595,no_breaks_detected
1413800,289,-1,,0.0,error: S-CCD function fails for pos = 1 
1413804,570,0,,36.772073921971256,no_breaks_detected
1413820,331,0,,36.290212183436005,no_breaks_detected
1413822,462,0,,36.421629021218344,no_breaks_detected
1413824,496,-1,,0.0,error: S-CCD function fails for pos = 1 
1413825,461,-1,,0.0,error: S-CCD function fails for pos = 1 
1413826,565,0,,36.903490759753595,no_breaks_detected
1413828,536,-1,,0.0,error: S-CCD function fails for pos = 1 
1413834,527,0,,36.772073921971256,no_breaks_detected
