fid_index,matched_fields,common_name,species,species_simp
500097,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
500822,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500823,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500824,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500825,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500826,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500827,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500828,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500829,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500830,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500831,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500832,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500833,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500834,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500835,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500836,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500837,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500838,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500839,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500840,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500841,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500842,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500843,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500844,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
500853,common_name;species_simp,"Fruit, Oil Palm","Unknown, Elaeis guineensis",Fruit Mix
502370,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
502371,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
502372,species_simp,"Oil Palm, Coconut Palm","Elaeis guineensis, Cocos nucifera",Fruit Mix
506841,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
506842,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
506843,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
506844,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
506845,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
506846,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
506847,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
506848,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
506849,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
506850,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
509643,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
509644,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
509645,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
509646,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
509647,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
509648,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
509649,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
509650,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
509651,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
511604,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
511605,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
511606,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
511607,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
511608,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
512923,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
512924,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
513044,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
513176,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513177,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513178,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513179,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513180,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513181,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513182,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513183,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513184,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513185,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513186,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513187,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513188,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513189,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513190,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513191,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513192,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513193,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513194,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513195,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513196,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513197,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513198,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513199,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513200,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513201,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513202,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513203,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513204,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513205,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513206,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513207,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513208,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513209,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513210,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513211,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
513212,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514345,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514346,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514347,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514348,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514349,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514350,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514351,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514352,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514353,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514354,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514355,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514356,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514357,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514358,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514359,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514360,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514361,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514362,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
514363,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
516370,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539891,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539892,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539893,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539894,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539895,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539896,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539897,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539898,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539899,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539900,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539901,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539902,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539903,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539904,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539905,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539906,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539907,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539908,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539909,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539910,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539911,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539912,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539913,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539914,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539915,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539916,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
539917,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541934,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541935,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541936,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541937,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541938,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541939,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541940,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541941,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541942,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541943,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541944,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
541945,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
546175,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546176,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546177,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546178,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546179,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546180,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546181,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546182,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546183,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546184,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546185,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546186,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546187,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546188,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546189,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546190,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546191,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546192,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546193,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546194,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546195,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546196,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546197,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
546198,species_simp,"Rubber, Coconut Palm","Hevea brasiliensis, Cocos nucifera",Fruit Mix
553197,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
553198,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
553199,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
553200,species_simp,"Coconut Palm, Areca Palm","Cocos nucifera, Areca sp.",Fruit Mix
557023,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
557024,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
557025,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
557026,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
557027,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
560267,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
562525,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
562526,common_name;species_simp,"Rubber, Fruit","Hevea brasiliensis, Unknown",Fruit Mix
563016,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563017,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563018,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563019,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563020,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563021,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563022,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563023,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563024,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563025,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563026,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563027,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
563028,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564273,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564274,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564275,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564276,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564277,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564278,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564279,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564280,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564281,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564282,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564283,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564284,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564285,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564286,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564287,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564288,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564289,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564290,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564291,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564292,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564293,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564294,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564295,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
564296,common_name;species_simp,"Oil Palm, Fruit","Elaeis guineensis, Unknown",Fruit Mix
